,Registration_Number,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,CTC,Joining_date,Leaving_date,Role,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Deg,Branch,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GradYear
902,201201903,0.8463,0.0459,0.6248,-0.995,1.0554,525,505,465,0.486747008,315,-1,376,-1,-1,-1,-1,300000,01-02-2014 00:00,present,java software engineer,Chennai,f,26-07-1992 00:00,81.0,cbse,2010,70.0,cbse,6345,2.0,B.Tech/B.E.,computer science & engineering,68.0,6345,0,Uttar Pradesh,2014.0
903,201201904,0.4155,0.2124,1.2396,-0.8682,-0.0943,580,580,650,0.864685413,525,-1,-1,-1,-1,-1,-1,120000,01-10-2014 00:00,01-02-2015 00:00,android developer,Dehradun,m,15-02-1991 00:00,83.0,icse,2008,73.0,cbse,2096,2.0,B.Tech/B.E.,computer engineering,62.0,2096,0,Punjab,2014.0
904,201201905,-0.8809999999999999,-2.7754,1.1074,-0.1727,-0.1295,405,485,445,0.694479328,305,366,-1,-1,-1,-1,-1,130000,01-06-2011 00:00,01-03-2013 00:00,system administrator,Hyderabad,m,17-05-1988 00:00,87.33,ssc,2006,85.4,intermediate,3090,2.0,B.Tech/B.E.,electronics and communication engineering,64.0,3090,1,Telangana,2010.0
905,201201906,-0.5719,-0.4353,0.16399999999999998,-0.7603,-1.7093,465,545,545,0.670743151,455,-1,-1,-1,-1,-1,-1,440000,01-04-2013 00:00,present,sharepoint developer,-1,m,18-05-1991 00:00,83.1,ssc,2008,87.1,board of intermediate,4693,2.0,B.Tech/B.E.,information technology,68.75,4693,1,Telangana,2012.0
906,201201907,-0.7335,-1.6191,-1.0659,1.9207,0.0973,640,530,430,-1.0,-1,-1,-1,-1,-1,-1,-1,325000,01-12-2014 00:00,01-03-2015 00:00,system analyst,Mysore,f,11-10-1992 00:00,86.4,cbse,2010,85.4,state board,8403,2.0,B.Tech/B.E.,information technology,77.0,8403,1,Tamil Nadu,2014.0
907,201201908,-0.5332,-0.4353,-0.1988,1.5018,-1.2354,315,345,295,0.37605958700000003,-1,300,-1,-1,-1,-1,-1,100000,01-02-2013 00:00,01-04-2014 00:00,production engineer,Pune,m,18-03-1989 00:00,63.0,0,2009,80.0,0,2985,2.0,B.Tech/B.E.,electronics & telecommunications,50.0,2985,1,Maharashtra,2012.0
908,201201909,-0.4463,1.2114,1.3933,-0.3612,0.0973,440,425,560,0.33878634700000004,335,292,-1,-1,446,-1,-1,400000,01-03-2015 00:00,present,test engineer,BANGALORE,m,28-10-1991 00:00,91.0,cbse,2010,87.2,cbse,9698,2.0,B.Tech/B.E.,electronics and communication engineering,87.9,9698,0,Uttar Pradesh,2015.0
909,201201910,1.1336,0.0459,0.6248,-1.6289,0.2889,520,570,515,0.842248322,525,-1,469,-1,-1,-1,-1,400000,01-02-2014 00:00,present,quality assurance automation engineer,Bangalore,m,01-03-1992 00:00,72.0,cbse,2009,67.0,cbse,3181,2.0,B.Tech/B.E.,computer science & engineering,57.5,3181,1,Karnataka,
910,201201911,1.2828,1.2028,-0.7068,-0.6428,0.5024,525,505,485,0.0587928,-1,200,-1,-1,-1,-1,-1,340000,01-01-2014 00:00,present,software engineer,Hyderabad,f,04-11-1990 00:00,88.34,cbse,2007,71.0,cbse,3846,2.0,B.Tech/B.E.,electronics and electrical engineering,90.44,3846,0,Uttar Pradesh,2012.0
911,201201912,0.8463,-0.2871,-0.9122,-0.8682,-0.0943,455,570,620,-1.0,465,-1,315,-1,-1,-1,-1,180000,01-07-2013 00:00,01-10-2014 00:00,java software engineer,Kolkata,m,20-04-1990 00:00,68.4,state board,2008,69.4,state board,7332,2.0,B.Tech/B.E.,electronics and communication engineering,76.0,7332,1,West Bengal,2013.0
912,201201913,1.2828,0.9688,0.4906,0.6498,0.5024,675,500,545,0.824666401,365,400,-1,-1,-1,-1,-1,240000,01-08-2012 00:00,01-08-2013 00:00,sales management trainee,-1,m,14-09-1989 00:00,91.67,cbse,2007,74.2,cbse,9103,2.0,B.Tech/B.E.,electronics & instrumentation eng,63.8,9103,0,Maharashtra,2012.0
913,201201914,-0.2632,1.5081,0.2113,-1.3255,-0.0844,580,595,720,-1.0,-1,-1,-1,-1,-1,-1,-1,330000,01-03-2014 00:00,present,research associate,Hyderabad,m,16-07-1990 00:00,77.4,state board,2007,88.1,state board,7752,2.0,B.Tech/B.E.,computer science & engineering,65.61,7752,1,Telangana,2011.0
914,201201915,1.1283,1.7488,2.1234,-0.9953,1.0158,435,435,495,0.124502074,545,233,-1,-1,-1,446,-1,425000,01-05-2013 00:00,present,senior software engineer,Bangalore,m,11-10-1990 00:00,87.3,ssc,2008,94.2,board of intermediate,8641,2.0,B.Tech/B.E.,electronics and communication engineering,79.51,8641,1,Telangana,
915,201201916,-1.2287,0.6568,-0.6343,-0.26087,-0.1295,554,375,475,0.24545566,335,-1,-1,-1,-1,-1,-1,400000,01-10-2012 00:00,present,programmer analyst,kolkata,f,16-04-1989 00:00,74.0,0,2008,61.0,0,2047,2.0,B.Tech/B.E.,computer engineering,65.0,2047,1,West Bengal,2012.0
916,201201917,0.2718,-0.2871,0.1637,-0.1076,-0.2859,405,510,430,0.356536488,325,-1,346,-1,-1,-1,-1,190000,01-04-2015 00:00,present,application developer,Pune,m,01-08-1988 00:00,75.2,state board,2006,78.0,state board,6058,2.0,MCA,computer application,73.0,6058,0,Madhya Pradesh,2013.0
917,201201918,-0.159,-0.2871,-0.9122,-0.6147,-0.6692,370,410,320,0.48834797700000004,405,-1,-1,-1,-1,-1,-1,120000,01-09-2014 00:00,01-03-2015 00:00,software developer,pune ,f,09-03-1990 00:00,67.0,cbse,2008,61.0,cbse,10706,2.0,B.Tech/B.E.,computer science & engineering,75.0,10706,0,Chhattisgarh,2012.0
918,201201919,0.99,0.5454,1.0859,-0.3612,0.4805,370,390,575,0.744758354,175,-1,438,-1,-1,-1,-1,320000,01-02-2014 00:00,present,system engineer,Bangalore,m,10-11-1990 00:00,84.0,state board,2009,76.0,state board,7332,2.0,B.Tech/B.E.,computer science & engineering,76.0,7332,1,West Bengal,
919,201201920,0.99,0.3789,1.0859,0.653,0.4805,430,385,295,0.911395278,515,-1,500,-1,-1,-1,-1,450000,01-07-2014 00:00,01-06-2015 00:00,system engineer,Bangalore,f,12-07-1989 00:00,48.8,state board,2005,48.8,0,4224,2.0,B.Tech/B.E.,computer science & engineering,72.5,4224,1,Karnataka,2014.0
920,201201921,0.0464,-2.1513,1.1074,0.0623,0.8183,325,495,565,0.37605958700000003,-1,300,-1,-1,-1,-1,-1,500000,01-02-2012 00:00,present,senior engineer,Bangalore,m,13-05-1990 00:00,75.38,state,2007,72.0,pu,5225,2.0,B.Tech/B.E.,electronics and communication engineering,68.75,5225,1,Karnataka,2011.0
921,201201922,-0.2628,1.2808,0.3817,-2.0529,-0.2875,615,534,415,0.9421165509999999,575,-1,-1,-1,-1,-1,-1,445000,01-07-2010 00:00,present,java software engineer,Calicut,m,28-08-1988 00:00,84.0,0,2006,71.0,0,2999,2.0,B.Tech/B.E.,computer engineering,65.0,2999,0,Kerala,2010.0
922,201201923,0.8192,0.6568,0.2366,0.0623,0.3444,495,455,385,0.538386893,355,333,-1,-1,-1,-1,-1,500000,01-02-2010 00:00,01-04-2015 00:00,senior project engineer,bangalore,m,04-01-1984 00:00,55.52,kseeb,2005,60.05,dte,1914,2.0,B.Tech/B.E.,electronics and communication engineering,61.95,1914,1,Karnataka,2009.0
923,201201924,-0.5899,0.5454,0.1637,1.1601,1.247,350,520,450,0.783303537,295,388,-1,-1,-1,-1,-1,205000,01-01-2013 00:00,01-12-2013 00:00,software quality assurance analyst,Gandhinagar,m,30-07-1991 00:00,82.0,state board,2008,79.6,state board,3034,2.0,B.Tech/B.E.,electronics and communication engineering,68.0,3034,0,Gujarat,2012.0
924,201201925,0.5591,-0.2871,1.3933,2.0475,-0.0943,405,390,325,0.45087658399999997,395,-1,-1,-1,-1,-1,-1,170000,01-01-2014 00:00,01-04-2015 00:00,software engineer,-1,m,20-12-1993 00:00,70.0,cbse,2010,70.0,cbse,8984,2.0,B.Tech/B.E.,information technology,70.0,8984,0,Uttar Pradesh,2014.0
925,201201926,-0.0154,-0.9531,-1.3733,-0.3612,-1.244,640,540,440,0.42395139600000004,-1,-1,346,-1,388,-1,-1,305000,01-06-2014 00:00,present,site manager,LUCKNOW,m,12-02-1993 00:00,78.6,icse,2010,80.0,icse,10475,2.0,B.Tech/B.E.,electronics and electrical engineering,69.29,10475,0,Uttar Pradesh,2014.0
926,201201927,0.8192,0.8128,0.5269,-1.4653,0.1864,495,555,425,0.793580615,495,-1,-1,-1,-1,-1,-1,515000,01-09-2011 00:00,01-02-2015 00:00,quality associate,-1,f,24-03-1990 00:00,86.6,board of secondary education,2007,92.0,board of intermediate,8137,2.0,B.Tech/B.E.,computer engineering,77.96,8137,1,Telangana,2011.0
927,201201928,1.5919999999999999,1.5928,0.8171,0.5323,0.0679,495,425,575,0.7656735809999999,485,-1,-1,-1,-1,-1,-1,1300000,01-11-2012 00:00,01-04-2015 00:00,application developer,Dubai,m,29-07-1990 00:00,80.0,ssc,2008,90.0,board of intermediate,6184,2.0,B.Tech/B.E.,computer engineering,71.8,6184,1,Telangana,2012.0
928,201201929,-0.2628,0.8518,-0.7068,-0.52527,-0.4455,525,565,645,0.694479328,475,366,-1,-1,-1,-1,-1,390000,01-11-2012 00:00,present,application developer,Hyderabad,m,08-08-1990 00:00,87.5,board of intermediate education,2008,96.5,board of secondary education,9194,2.0,B.Tech/B.E.,electronics and communication engineering,79.1,9194,0,Andhra Pradesh,2012.0
929,201201930,-0.4173,-0.7473,-0.4891,0.4148,-0.16899999999999998,425,465,355,0.538386893,-1,333,-1,-1,-1,-1,-1,165000,01-10-2014 00:00,01-05-2015 00:00,customer service representative,BANGALORE,m,29-11-1991 00:00,71.05,bseb,2008,69.07,cbse,7633,2.0,B.Tech/B.E.,electronics and electrical engineering,58.0,7633,1,Telangana,2012.0
930,201201931,0.3941,0.9688,0.0914,0.973,-0.6035,435,365,475,0.308400583,355,-1,-1,-1,-1,-1,-1,430000,01-08-2012 00:00,01-04-2015 00:00,software engineer,Hyderabad,f,20-07-1991 00:00,81.0,ssc,2008,89.0,bie,8214,2.0,B.Tech/B.E.,computer engineering,77.24,8214,1,Telangana,2012.0
931,201201932,-0.159,-0.2871,0.01,-0.3612,0.4805,485,535,735,0.694479328,-1,366,-1,-1,-1,-1,-1,630000,01-01-2014 00:00,present,business analyst consultant,bengaluru,m,17-10-1991 00:00,91.4,cbse,2009,82.3,cbse,2145,1.0,B.Tech/B.E.,electronics and communication engineering,89.3,2145,0,Punjab,2013.0
932,201201933,1.5644,1.3779,1.0859,-1.8824,0.2889,580,505,380,0.622642916,395,-1,407,-1,-1,-1,-1,85000,01-02-2015 00:00,present,software engineer,Ghaziabad,m,20-09-1994 00:00,71.0,cbse,2010,61.0,cbse,2831,2.0,B.Tech/B.E.,computer science & engineering,66.0,2831,0,Uttar Pradesh,2014.0
933,201201934,1.7081,0.8784,1.7007,0.1459,0.8637,455,530,440,0.622642916,455,-1,407,-1,-1,-1,-1,330000,01-12-2014 00:00,present,software engineer,Chennai,m,26-02-1992 00:00,85.0,state board,2009,81.0,state board,3993,2.0,B.Tech/B.E.,computer science & engineering,76.7,3993,1,West Bengal,2013.0
934,201201935,0.6646,1.7488,0.2366,0.5323,0.6603,505,404,524,0.535862819,295,-1,-1,393,-1,-1,-1,275000,01-11-2011 00:00,01-10-2012 00:00,business development executive,Mumbai,f,11-01-1988 00:00,75.6,0,2006,77.0,0,6009,2.0,B.Tech/B.E.,mechanical engineering,70.66,6009,0,Uttar Pradesh,2011.0
935,201201936,-1.5765,0.3448,-0.6343,-0.2609,-0.2875,205,555,470,0.635978756,445,-1,-1,-1,-1,-1,-1,150000,01-09-2012 00:00,01-08-2013 00:00,asp.net developer,-1,m,24-10-1990 00:00,70.0,mpboard,2008,56.6,mp board,9005,2.0,B.Tech/B.E.,information technology,71.18,9005,0,Madhya Pradesh,2012.0
936,201201937,0.5591,-0.2871,0.1637,0.1459,0.2889,455,495,544,-1.0,455,-1,376,-1,-1,-1,-1,210000,01-11-2013 00:00,present,it recruiter,New Delhi,m,01-03-1989 00:00,69.0,cbse,2007,66.6,cbse,7570,2.0,B.Tech/B.E.,electronics and communication engineering,67.0,7570,0,Uttar Pradesh,2012.0
937,201201938,1.4208,1.7109,1.2396,0.1459,0.6721,500,375,520,0.356536488,285,-1,346,-1,-1,-1,-1,300000,01-01-2015 00:00,01-12-2015 00:00,sql dba,hyderabad,f,21-07-1993 00:00,84.0,state board,2011,89.3,state board,10090,2.0,B.Tech/B.E.,computer engineering,79.0,10090,1,Telangana,2015.0
938,201201939,-1.4517,-1.6191,-1.6807,-0.995,-2.5853,430,545,645,0.978799293,625,-1,561,-1,-1,-1,-1,100000,01-10-2014 00:00,present,java developer,-1,f,01-08-1993 00:00,84.2,state board,2010,86.3,state board,5190,2.0,B.Tech/B.E.,computer science & engineering,75.27,5190,0,Andhra Pradesh,2014.0
939,201201940,0.6646,0.9688,0.9623,-1.1128,0.5024,555,615,715,0.694479328,-1,366,-1,-1,-1,340,-1,365000,01-12-2011 00:00,01-05-2013 00:00,systems engineer,Trivandrum,m,11-11-1989 00:00,87.8,0,2007,85.4,0,4315,2.0,B.Tech/B.E.,electronics and communication engineering,69.3,4315,0,Rajasthan,2011.0
940,201201941,-0.7335,-1.4526,-0.2974,-0.4879,-0.8608,510,525,720,0.938399137,345,-1,-1,-1,553,-1,-1,305000,01-10-2014 00:00,present,software engineer,Mumbai,m,08-05-1993 00:00,88.8,state board,2010,94.6,state board,8102,2.0,B.Tech/B.E.,electrical engineering,80.6,8102,1,Telangana,2014.0
941,201201942,-0.4173,0.7348,-0.0537,-0.52527,-0.4455,725,465,555,0.600057182,435,-1,-1,-1,-1,-1,-1,450000,01-02-2013 00:00,present,software engineer analyst,-1,m,27-09-1990 00:00,84.0,cbse,2008,83.0,cbse,6898,2.0,B.Tech/B.E.,information technology,74.5,6898,1,Delhi,2012.0
942,201201943,0.2782,-0.4353,-0.1988,0.7086,-0.7615,615,620,750,0.229481755,355,266,-1,-1,-1,-1,-1,375000,01-01-2013 00:00,01-04-2015 00:00,systems engineer,Bangalore,m,20-01-1990 00:00,90.4,sslc,2008,65.0,pre-university,2180,2.0,B.Tech/B.E.,electrical engineering,80.3,2180,1,Karnataka,2012.0
943,201201944,0.51,0.5008,0.3817,-2.0529,-0.2875,475,385,505,0.81941653,505,-1,-1,-1,-1,-1,-1,1050000,01-08-2010 00:00,present,manager,MUMBAI,m,11-03-1989 00:00,77.63,matriculation,2006,86.25,matriculation,2446,2.0,B.Tech/B.E.,information technology,80.21,2446,1,Tamil Nadu,2010.0
944,201201945,-0.4463,-2.2851,-0.6048,2.1743,-2.7595,345,485,590,0.563267824,425,-1,-1,-1,-1,-1,-1,200000,01-07-2014 00:00,01-06-2015 00:00,software engineer,-1,m,02-06-1992 00:00,74.0,rajasthan board,2009,79.23,rajasthan board,8067,2.0,B.Tech/B.E.,computer engineering,69.0,8067,1,Rajasthan,2013.0
945,201201946,0.9737,1.7488,0.9623,-2.1704,0.1864,685,555,554,0.824666401,395,400,-1,-1,-1,-1,-1,320000,01-07-2011 00:00,01-07-2013 00:00,design engineer,Bangalore,m,14-08-1989 00:00,87.0,0,2007,80.0,0,5043,2.0,B.Tech/B.E.,electronics and communication engineering,70.0,5043,1,Karnataka,2011.0
946,201201947,0.2782,0.8128,-0.1988,1.06113,-0.4455,395,365,315,0.116552565,-1,-1,-1,280,-1,-1,-1,120000,01-02-2015 00:00,01-04-2015 00:00,product development engineer,Faridabad,m,23-03-1992 00:00,67.0,cbse,2009,63.0,cbse,8438,2.0,B.Tech/B.E.,mechanical engineering,62.9,8438,0,Uttar Pradesh,2014.0
947,201201948,0.7027,0.8784,0.4711,-1.5021,0.0973,485,555,605,0.414337426,-1,-1,-1,366,-1,-1,-1,380000,01-01-2014 00:00,present,assistant system engineer,Hyderabad,m,18-01-1992 00:00,,state board,2009,79.6,state board,2642,2.0,B.Tech/B.E.,automobile/automotive engineering,64.8,2642,0,Madhya Pradesh,2013.0
948,201201949,-0.2628,0.5008,0.3817,-0.2902,-0.4455,325,345,575,0.0587928,425,200,-1,-1,-1,233,-1,240000,01-02-2014 00:00,present,software engineer,Bangalore,m,26-09-1989 00:00,86.0,0,2007,84.0,0,4350,2.0,B.Tech/B.E.,electronics and communication engineering,72.0,4350,0,Karnataka,2011.0
949,201201950,1.2772,0.5454,0.1637,-0.4879,-0.4776,395,470,455,0.600057182,435,-1,-1,-1,-1,-1,-1,350000,01-12-2013 00:00,present,software engineer,Bangalore,f,05-10-1991 00:00,92.47,sslc,2009,75.5,puc,3937,2.0,B.Tech/B.E.,information technology,73.81,3937,1,Karnataka,2013.0
950,201201951,-0.5719,-0.3183,-0.9245,0.64983,-1.5513,555,655,565,0.9421165509999999,575,-1,-1,-1,-1,-1,-1,405000,01-10-2012 00:00,present,system engineer,Hyderabad,m,05-07-1990 00:00,93.0,"state board of secondary education,andhra pradesh",2008,97.0,"board of intermediate education,andhra pradesh",5722,2.0,B.Tech/B.E.,computer engineering,77.8,5722,0,Andhra Pradesh,2012.0
951,201201952,0.1282,1.3779,2.008,0.1459,1.6302,510,520,590,0.8376207259999999,445,-1,-1,-1,500,-1,-1,505000,01-09-2014 00:00,present,software development engineer,Chennai,m,14-03-1993 00:00,86.8,state board,2010,84.75,state board,7668,2.0,B.Tech/B.E.,electronics and electrical engineering,80.0,7668,0,Tamil Nadu,2014.0
952,201201953,0.8463,-0.1206,0.7785,-0.8682,0.0973,745,545,500,0.88162007,415,420,-1,-1,-1,-1,-1,325000,01-10-2014 00:00,present,system engineer,Bangalore,f,29-04-1992 00:00,93.44,state board,2010,86.0,state board,3216,2.0,B.Tech/B.E.,electronics and communication engineering,79.95,3216,1,Karnataka,2014.0
953,201201954,-1.0208,0.7119,0.7785,0.0192,0.4805,520,485,500,0.895776502,305,-1,-1,-1,526,-1,-1,200000,01-08-2014 00:00,01-04-2015 00:00,desktop support technician,New Delhi,m,02-06-1992 00:00,87.2,cbse,2010,74.0,cbse,2096,2.0,B.Tech/B.E.,electronics and electrical engineering,62.82,2096,0,Punjab,2014.0
954,201201955,-1.3447,0.0328,-0.7794,2.1187,-0.9194,605,595,675,0.824666401,-1,400,-1,-1,-1,-1,-1,340000,01-09-2012 00:00,01-06-2014 00:00,system engineer,Mumbai,m,08-03-1992 00:00,84.8,0,2008,89.2,0,7787,2.0,B.Tech/B.E.,electronics and communication engineering,72.0,7787,0,Haryana,2012.0
955,201201956,-0.7264,-0.7473,0.2366,-0.0552,0.0284,505,635,625,0.124502074,415,233,-1,-1,-1,-1,-1,160000,01-08-2010 00:00,01-07-2012 00:00,lecturer,Jaipur,m,28-11-1988 00:00,68.33,rbse,2005,77.54,rbse,4623,2.0,B.Tech/B.E.,electronics & telecommunications,71.82,4623,1,Rajasthan,2010.0
956,201201957,0.4155,-0.4536,-0.1437,-0.995,-1.0524,450,535,680,0.735795709,475,-1,-1,-1,-1,-1,-1,550000,01-08-2013 00:00,present,software engineer,bangalore,m,31-07-1989 00:00,67.2,cbse,2007,60.8,state board,9943,2.0,B.Tech/B.E.,information technology,71.02,9943,0,Chhattisgarh,2012.0
957,201201958,0.1282,0.8784,-2.2954,-0.4879,-1.244,485,585,650,0.824666401,-1,400,-1,-1,-1,-1,-1,335000,01-09-2013 00:00,present,network engineer,Bangalore,f,24-08-1991 00:00,83.4,cbse,2009,90.4,cbse,5876,1.0,B.Tech/B.E.,electronics and communication engineering,86.6,5876,0,Kerala,2013.0
958,201201959,0.8463,0.8784,1.7007,-1.1218,0.8637,450,510,575,0.622642916,505,-1,407,-1,-1,-1,-1,420000,01-07-2014 00:00,present,software engineer,Mumbai,m,07-05-1993 00:00,89.0,state board,2010,82.2,state board,5246,2.0,B.Tech/B.E.,computer science & engineering,72.4,5246,0,Tamil Nadu,2014.0
959,201201960,0.1282,0.5454,0.7785,-0.4879,0.6721,475,585,560,0.538386893,-1,333,-1,-1,-1,-1,-1,315000,01-10-2013 00:00,present,quality assurance engineer,-1,m,08-08-1990 00:00,77.0,"up board , allahabad",2007,64.0,"up board , allahabad",7808,2.0,B.Tech/B.E.,electronics and communication engineering,70.0,7808,0,Uttar Pradesh,2012.0
960,201201961,-0.7264,-0.6693,-0.8157,-0.05527000000000001,-0.4455,524,555,405,0.414337426,-1,-1,-1,366,-1,-1,-1,400000,01-06-2012 00:00,present,system engineer,Mumbai,f,24-09-1990 00:00,82.2,cbse,2008,77.0,cbse,5778,2.0,B.Tech/B.E.,industrial & production engineering,91.2,5778,0,Andhra Pradesh,2012.0
961,201201962,-2.1175,0.1498,0.8171,-0.17277,-0.9194,505,635,525,0.7656735809999999,485,-1,-1,-1,-1,-1,-1,2000000,01-10-2012 00:00,present,software test engineer,bangalore,m,13-10-1987 00:00,79.16,0,2004,77.4,0,1592,2.0,B.Tech/B.E.,computer engineering,62.4,1592,0,Uttar Pradesh,2010.0
962,201201963,1.5644,1.2114,-0.6048,-0.3612,0.0973,675,665,575,0.535862819,-1,-1,-1,393,-1,-1,-1,310000,01-08-2013 00:00,01-08-2014 00:00,management trainee,Ahmednagar,m,17-10-1991 00:00,86.0,icse,2009,88.0,isc,9096,2.0,B.Tech/B.E.,mechanical engineering,77.75,9096,0,Uttar Pradesh,2013.0
963,201201964,0.51,0.3448,1.1074,0.4148,0.1864,525,505,445,0.538386893,355,333,-1,-1,-1,-1,-1,150000,01-06-2010 00:00,01-06-2012 00:00,electrical design engineer,Pune,m,22-07-1989 00:00,72.0,ssc,2006,67.0,ssc,2264,2.0,B.Tech/B.E.,electrical engineering,59.8,2264,1,Maharashtra,2009.0
964,201201965,-1.3447,-0.7473,-1.5051,1.1199,-1.3539,315,475,565,0.694479328,265,366,-1,-1,-1,-1,-1,300000,01-06-2013 00:00,01-04-2015 00:00,project engineer,Bangalore,f,08-04-1988 00:00,96.0,"stjosephs girls higher sec school,dindigul",2005,92.0,"srv girls higher sec school,rasipuram",5330,2.0,B.Tech/B.E.,electronics and communication engineering,80.0,5330,1,Tamil Nadu,2009.0
965,201201966,-1.1644,0.7119,0.7785,-1.7556,0.2889,605,500,595,0.356536488,415,-1,346,-1,-1,-1,-1,335000,01-09-2014 00:00,01-04-2015 00:00,programmer analyst,Hyderabad,m,06-01-1993 00:00,85.33,state board,2010,89.7,"intermediate board of education,andhra pradesh",3370,2.0,B.Tech/B.E.,computer science & engineering,74.3,3370,1,Telangana,2014.0
966,201201967,0.0464,0.1498,-0.1626,0.5323,-0.4455,525,365,565,0.635978756,445,-1,-1,-1,-1,-1,-1,350000,01-04-2013 00:00,present,senior software engineer,Noida,m,15-07-1990 00:00,76.8,0,2008,67.2,0,1711,2.0,B.Tech/B.E.,information technology,60.08,1711,0,Uttar Pradesh,2012.0
967,201201968,-0.8809999999999999,-1.5273,-1.0697,0.40413000000000004,-1.5513,355,455,515,0.563267824,425,-1,-1,-1,-1,-1,-1,380000,01-03-2013 00:00,present,programmer analyst,kolkata,m,26-01-1990 00:00,77.0,0,2007,73.4,0,2047,2.0,B.Tech/B.E.,information technology,77.07,2047,1,West Bengal,2012.0
968,201201969,-0.3027,-0.6201,-0.4511,-0.4879,-1.0524,360,470,440,0.053160305,-1,196,-1,-1,-1,-1,-1,150000,01-09-2014 00:00,01-04-2015 00:00,technical support engineer,Bangalore,m,18-04-1991 00:00,60.0,cbse,2009,55.0,state board,10349,2.0,B.Tech/B.E.,electronics and communication engineering,52.0,10349,1,Karnataka,2014.0
969,201201970,-2.1698,0.5454,-0.1437,0.1459,-0.2859,525,460,510,0.649389715,565,356,376,-1,-1,-1,-1,330000,01-02-2015 00:00,present,project engineer,Bangalore,m,28-02-1992 00:00,91.4,cbse,2010,87.8,cbse,9831,2.0,B.Tech/B.E.,electronics and communication engineering,77.0,9831,0,Jharkhand,2015.0
970,201201971,-0.5719,0.8128,0.5269,1.2374,-0.643,465,655,575,0.7145293629999999,-1,-1,-1,435,-1,-1,-1,350000,01-08-2013 00:00,present,continuous improvement engineer,Nashik,m,12-10-1990 00:00,87.4,cbse,2008,81.2,cbse,5806,2.0,B.Tech/B.E.,mechanical engineering,75.0,5806,0,Maharashtra,2013.0
971,201201972,-1.3447,-0.1232,-2.2308,0.3561,0.3444,515,575,575,0.824666401,-1,400,-1,-1,-1,-1,-1,140000,01-08-2012 00:00,01-04-2014 00:00,technical support engineer,New delhi,m,27-12-1989 00:00,73.0,cbse,2007,63.0,bseb,1879,2.0,B.Tech/B.E.,electronics and communication engineering,67.69,1879,0,Haryana,2012.0
972,201201973,0.2718,0.3789,0.9322,-0.1076,-1.4356,625,585,795,0.911395278,575,-1,500,-1,-1,-1,-1,515000,01-08-2013 00:00,present,software engineer,-1,m,10-03-1992 00:00,84.8,cbse,2009,84.6,cbse,6919,2.0,B.Tech/B.E.,computer science & engineering,80.8,6919,1,Delhi,2013.0
973,201201974,-1.1901,1.1248,-0.1988,2.1774,0.6603,495,495,435,0.635978756,445,-1,-1,-1,-1,-1,-1,200000,01-06-2013 00:00,present,process advisor,Chennai,f,09-03-1991 00:00,78.0,0,2008,80.0,0,5246,2.0,B.Tech/B.E.,computer engineering,78.0,5246,0,Tamil Nadu,2012.0
974,201201975,-0.4173,0.0328,-0.344,0.5323,-0.7615,475,335,345,0.377551419,375,-1,-1,-1,-1,-1,-1,230000,01-09-2014 00:00,01-04-2015 00:00,customer service representative,Hyderabad,m,20-12-1989 00:00,73.0,cbse,2008,83.0,board of intermediate,8655,2.0,B.Tech/B.E.,information technology,64.0,8655,1,Telangana,2012.0
975,201201976,1.2772,1.0449,0.7785,-1.2486,0.6721,720,630,750,0.33878634700000004,485,292,-1,-1,-1,228,-1,325000,01-08-2014 00:00,present,system engineer,-1,m,12-09-1991 00:00,86.4,cbse,2009,86.2,cbse,3993,2.0,B.Tech/B.E.,electronics and communication engineering,81.4,3993,1,West Bengal,2014.0
976,201201977,-2.0262,0.0459,0.4711,-0.995,0.2889,695,535,485,0.622642916,495,-1,407,-1,-1,-1,-1,350000,01-12-2014 00:00,present,software engineer,Gurgaon,m,07-09-1992 00:00,85.4,cbse,2010,67.8,cbse,9068,2.0,B.Tech/B.E.,computer science & engineering,82.67,9068,0,Uttarakhand,2014.0
977,201201978,-1.308,-0.9531,-0.2974,1.1601,-1.0524,345,440,545,0.635978756,445,-1,-1,-1,-1,-1,-1,105000,01-09-2013 00:00,01-07-2014 00:00,software developer,Bhopal,f,28-07-1991 00:00,78.6,state board,2009,66.6,state board,2642,2.0,B.Tech/B.E.,information technology,74.3,2642,0,Madhya Pradesh,2013.0
978,201201979,1.4208,0.8784,0.7785,-0.1076,0.2889,710,480,535,0.144789889,465,-1,284,-1,-1,-1,-1,275000,01-07-2014 00:00,present,software engineer,Bhubaneswar,m,04-06-1991 00:00,80.42,icse,2010,65.16,state board,5729,2.0,B.Tech/B.E.,computer science & engineering,74.0,5729,0,Orissa,2014.0
979,201201980,1.9011,1.6708,1.4702,-0.2902,0.9763,445,385,405,0.704090412,465,-1,-1,-1,-1,-1,-1,260000,01-12-2012 00:00,01-03-2015 00:00,software engineer,New Delhi,m,04-05-1991 00:00,58.0,up board,2008,65.0,up board,9404,2.0,B.Tech/B.E.,information technology,69.8,9404,0,Uttar Pradesh,2012.0
